C:\Users\khris\Desktop\add\IMG\center_2020_05_16_15_20_14_101.jpg,C:\Users\khris\Desktop\add\IMG\left_2020_05_16_15_20_14_101.jpg,C:\Users\khris\Desktop\add\IMG\right_2020_05_16_15_20_14_101.jpg,0,0,0,8.76574E-05
C:\Users\khris\Desktop\add\IMG\center_2020_05_16_15_20_14_170.jpg,C:\Users\khris\Desktop\add\IMG\left_2020_05_16_15_20_14_170.jpg,C:\Users\khris\Desktop\add\IMG\right_2020_05_16_15_20_14_170.jpg,0,0,0,3.984682E-05
C:\Users\khris\Desktop\add\IMG\center_2020_05_16_15_20_14_237.jpg,C:\Users\khris\Desktop\add\IMG\left_2020_05_16_15_20_14_237.jpg,C:\Users\khris\Desktop\add\IMG\right_2020_05_16_15_20_14_237.jpg,0,0,0,0.0001320672
C:\Users\khris\Desktop\add\IMG\center_2020_05_16_15_20_14_307.jpg,C:\Users\khris\Desktop\add\IMG\left_2020_05_16_15_20_14_307.jpg,C:\Users\khris\Desktop\add\IMG\right_2020_05_16_15_20_14_307.jpg,0,0,0,0.0001457734
C:\Users\khris\Desktop\add\IMG\center_2020_05_16_15_20_14_378.jpg,C:\Users\khris\Desktop\add\IMG\left_2020_05_16_15_20_14_378.jpg,C:\Users\khris\Desktop\add\IMG\right_2020_05_16_15_20_14_378.jpg,0,0,0,0.0001992019
C:\Users\khris\Desktop\add\IMG\center_2020_05_16_15_20_14_450.jpg,C:\Users\khris\Desktop\add\IMG\left_2020_05_16_15_20_14_450.jpg,C:\Users\khris\Desktop\add\IMG\right_2020_05_16_15_20_14_450.jpg,0,0,0,0.0002827645
C:\Users\khris\Desktop\add\IMG\center_2020_05_16_15_20_14_520.jpg,C:\Users\khris\Desktop\add\IMG\left_2020_05_16_15_20_14_520.jpg,C:\Users\khris\Desktop\add\IMG\right_2020_05_16_15_20_14_520.jpg,0,0,0,4.731169E-05
C:\Users\khris\Desktop\add\IMG\center_2020_05_16_15_20_14_595.jpg,C:\Users\khris\Desktop\add\IMG\left_2020_05_16_15_20_14_595.jpg,C:\Users\khris\Desktop\add\IMG\right_2020_05_16_15_20_14_595.jpg,0,0,0,4.632276E-05
C:\Users\khris\Desktop\add\IMG\center_2020_05_16_15_20_14_664.jpg,C:\Users\khris\Desktop\add\IMG\left_2020_05_16_15_20_14_664.jpg,C:\Users\khris\Desktop\add\IMG\right_2020_05_16_15_20_14_664.jpg,0,0,0,6.724038E-05
C:\Users\khris\Desktop\add\IMG\center_2020_05_16_15_20_14_732.jpg,C:\Users\khris\Desktop\add\IMG\left_2020_05_16_15_20_14_732.jpg,C:\Users\khris\Desktop\add\IMG\right_2020_05_16_15_20_14_732.jpg,0,0,0,7.708056E-05
